Index,Cathode,O,N,SSA,PV,RMIC,Dap,ID/IG,M,Anion,AML,PW,CD,Cs,Ref
168,NTC,3.9,9.7,844.0,0.41,77.3696682464455,1.94312796208531,0.99,1,SO4,1.0,2.0,3.0,112.3,10.1002/adfm.201909725
169,NTC,3.9,9.7,844.0,0.41,77.3696682464455,1.94312796208531,0.99,1,SO4,1.0,2.0,4.0,107.7,10.1002/adfm.201909725
170,NTC,3.9,9.7,844.0,0.41,77.3696682464455,1.94312796208531,0.99,1,SO4,1.0,2.0,5.0,104.9,10.1002/adfm.201909725
171,NTC,3.9,9.7,844.0,0.41,77.3696682464455,1.94312796208531,0.99,1,SO4,1.0,2.0,7.0,102.2,10.1002/adfm.201909725
172,NTC,3.9,9.7,844.0,0.41,77.3696682464455,1.94312796208531,0.99,1,SO4,1.0,2.0,10.0,100.3,10.1002/adfm.201909725
173,MEHC-1,4.81,1.09,972.4,1.67,22.9020979020979,6.86960098724805,0.82,2,SO4,2.5,1.6,0.2,104.9,10.1016/j.electacta.2021.138170
174,MEHC-1,4.81,1.09,972.4,1.67,22.9020979020979,6.86960098724805,0.82,2,SO4,2.5,1.6,0.5,91.0,10.1016/j.electacta.2021.138170
175,MEHC-1,4.81,1.09,972.4,1.67,22.9020979020979,6.86960098724805,0.82,2,SO4,2.5,1.6,1.0,84.9,10.1016/j.electacta.2021.138170
176,MEHC-1,4.81,1.09,972.4,1.67,22.9020979020979,6.86960098724805,0.82,2,SO4,2.5,1.6,2.0,78.2,10.1016/j.electacta.2021.138170
177,MEHC-1,4.81,1.09,972.4,1.67,22.9020979020979,6.86960098724805,0.82,2,SO4,2.5,1.6,3.0,74.2,10.1016/j.electacta.2021.138170
178,MEHC-1,4.81,1.09,972.4,1.67,22.9020979020979,6.86960098724805,0.82,2,SO4,2.5,1.6,4.0,70.8,10.1016/j.electacta.2021.138170
179,MEHC-1,4.81,1.09,972.4,1.67,22.9020979020979,6.86960098724805,0.82,2,SO4,2.5,1.6,5.0,68.5,10.1016/j.electacta.2021.138170
180,MEHC-1,4.81,1.09,972.4,1.67,22.9020979020979,6.86960098724805,0.82,2,SO4,2.5,1.6,10.0,60.3,10.1016/j.electacta.2021.138170
181,MEHC-1,4.81,1.09,972.4,1.67,22.9020979020979,6.86960098724805,0.82,2,SO4,2.5,1.6,15.0,56.5,10.1016/j.electacta.2021.138170
182,MEHC-1,4.81,1.09,972.4,1.67,22.9020979020979,6.86960098724805,0.82,2,SO4,2.5,1.6,20.0,52.1,10.1016/j.electacta.2021.138170
183,MEHC-1,4.81,1.09,972.4,1.67,22.9020979020979,6.86960098724805,0.82,2,SO4,2.5,1.6,30.0,44.8,10.1016/j.electacta.2021.138170
184,MEHC-3,4.89,1.74,1666.8,2.42,10.6851451883849,5.80753539716823,0.88,2,SO4,2.5,1.6,0.2,132.9,10.1016/j.electacta.2021.138170
185,MEHC-3,4.89,1.74,1666.8,2.42,10.6851451883849,5.80753539716823,0.88,2,SO4,2.5,1.6,0.5,114.4,10.1016/j.electacta.2021.138170
186,MEHC-3,4.89,1.74,1666.8,2.42,10.6851451883849,5.80753539716823,0.88,2,SO4,2.5,1.6,1.0,108.9,10.1016/j.electacta.2021.138170
187,MEHC-3,4.89,1.74,1666.8,2.42,10.6851451883849,5.80753539716823,0.88,2,SO4,2.5,1.6,2.0,99.4,10.1016/j.electacta.2021.138170
188,MEHC-3,4.89,1.74,1666.8,2.42,10.6851451883849,5.80753539716823,0.88,2,SO4,2.5,1.6,3.0,95.6,10.1016/j.electacta.2021.138170
189,MEHC-3,4.89,1.74,1666.8,2.42,10.6851451883849,5.80753539716823,0.88,2,SO4,2.5,1.6,4.0,91.1,10.1016/j.electacta.2021.138170
190,MEHC-3,4.89,1.74,1666.8,2.42,10.6851451883849,5.80753539716823,0.88,2,SO4,2.5,1.6,5.0,89.9,10.1016/j.electacta.2021.138170
191,MEHC-3,4.89,1.74,1666.8,2.42,10.6851451883849,5.80753539716823,0.88,2,SO4,2.5,1.6,10.0,83.3,10.1016/j.electacta.2021.138170
192,MEHC-3,4.89,1.74,1666.8,2.42,10.6851451883849,5.80753539716823,0.88,2,SO4,2.5,1.6,15.0,80.8,10.1016/j.electacta.2021.138170
193,MEHC-3,4.89,1.74,1666.8,2.42,10.6851451883849,5.80753539716823,0.88,2,SO4,2.5,1.6,20.0,76.6,10.1016/j.electacta.2021.138170
194,MEHC-3,4.89,1.74,1666.8,2.42,10.6851451883849,5.80753539716823,0.88,2,SO4,2.5,1.6,30.0,73.3,10.1016/j.electacta.2021.138170
195,MEHC-3,4.89,1.74,1666.8,2.42,10.6851451883849,5.80753539716823,0.88,2,SO4,2.5,1.6,40.0,68.8,10.1016/j.electacta.2021.138170
196,MEHC-3,4.89,1.74,1666.8,2.42,10.6851451883849,5.80753539716823,0.88,2,SO4,2.5,1.6,50.0,65.2,10.1016/j.electacta.2021.138170
197,MEHC-5,6.42,2.75,1301.6,3.04,9.71880762138906,9.34234787953288,0.92,2,SO4,2.5,1.6,0.2,67.8,10.1016/j.electacta.2021.138170
198,MEHC-5,6.42,2.75,1301.6,3.04,9.71880762138906,9.34234787953288,0.92,2,SO4,2.5,1.6,0.5,59.8,10.1016/j.electacta.2021.138170
199,MEHC-5,6.42,2.75,1301.6,3.04,9.71880762138906,9.34234787953288,0.92,2,SO4,2.5,1.6,1.0,56.8,10.1016/j.electacta.2021.138170
200,MEHC-5,6.42,2.75,1301.6,3.04,9.71880762138906,9.34234787953288,0.92,2,SO4,2.5,1.6,2.0,53.2,10.1016/j.electacta.2021.138170
201,MEHC-5,6.42,2.75,1301.6,3.04,9.71880762138906,9.34234787953288,0.92,2,SO4,2.5,1.6,3.0,51.7,10.1016/j.electacta.2021.138170
202,MEHC-5,6.42,2.75,1301.6,3.04,9.71880762138906,9.34234787953288,0.92,2,SO4,2.5,1.6,4.0,49.9,10.1016/j.electacta.2021.138170
203,MEHC-5,6.42,2.75,1301.6,3.04,9.71880762138906,9.34234787953288,0.92,2,SO4,2.5,1.6,5.0,49.2,10.1016/j.electacta.2021.138170
204,MEHC-5,6.42,2.75,1301.6,3.04,9.71880762138906,9.34234787953288,0.92,2,SO4,2.5,1.6,10.0,45.5,10.1016/j.electacta.2021.138170
205,MEHC-5,6.42,2.75,1301.6,3.04,9.71880762138906,9.34234787953288,0.92,2,SO4,2.5,1.6,15.0,43.7,10.1016/j.electacta.2021.138170
206,MEHC-5,6.42,2.75,1301.6,3.04,9.71880762138906,9.34234787953288,0.92,2,SO4,2.5,1.6,20.0,41.1,10.1016/j.electacta.2021.138170
207,MEHC-5,6.42,2.75,1301.6,3.04,9.71880762138906,9.34234787953288,0.92,2,SO4,2.5,1.6,30.0,37.4,10.1016/j.electacta.2021.138170
208,CK,4.77,0.0,1644.0,0.96,57.0833333333333,2.33576642335766,1.06,1,SO4,1.77,1.6,0.1,52.9,10.1039/D1TA03501K
209,CK,4.77,0.0,1644.0,0.96,57.0833333333333,2.33576642335766,1.06,1,SO4,1.77,1.6,0.2,48.7,10.1039/D1TA03501K
210,CK,4.77,0.0,1644.0,0.96,57.0833333333333,2.33576642335766,1.06,1,SO4,1.77,1.6,0.5,43.8,10.1039/D1TA03501K
211,CK,4.77,0.0,1644.0,0.96,57.0833333333333,2.33576642335766,1.06,1,SO4,1.77,1.6,1.0,40.0,10.1039/D1TA03501K
212,CK,4.77,0.0,1644.0,0.96,57.0833333333333,2.33576642335766,1.06,1,SO4,1.77,1.6,2.0,36.5,10.1039/D1TA03501K
213,CK,4.77,0.0,1644.0,0.96,57.0833333333333,2.33576642335766,1.06,1,SO4,1.77,1.6,5.0,31.4,10.1039/D1TA03501K
214,CK,4.77,0.0,1644.0,0.96,57.0833333333333,2.33576642335766,1.06,1,SO4,1.77,1.6,10.0,26.9,10.1039/D1TA03501K
215,CK,4.77,0.0,1644.0,0.96,57.0833333333333,2.33576642335766,1.06,1,SO4,1.77,1.6,20.0,21.4,10.1039/D1TA03501K
216,NOPC,9.1,3.1,1055.0,0.95,36.8421052631579,3.60189573459716,1.06,2,SO4,1.0,1.7,0.1,230.0,10.1016/j.jelechem.2023.117965
217,NOPC,9.1,3.1,1055.0,0.95,36.8421052631579,3.60189573459716,1.06,2,SO4,1.0,1.7,0.2,165.0,10.1016/j.jelechem.2023.117965
218,NOPC,9.1,3.1,1055.0,0.95,36.8421052631579,3.60189573459716,1.06,2,SO4,1.0,1.7,0.5,150.0,10.1016/j.jelechem.2023.117965
219,NOPC,9.1,3.1,1055.0,0.95,36.8421052631579,3.60189573459716,1.06,2,SO4,1.0,1.7,1.0,137.0,10.1016/j.jelechem.2023.117965
220,NOPC,9.1,3.1,1055.0,0.95,36.8421052631579,3.60189573459716,1.06,2,SO4,1.0,1.7,2.0,127.0,10.1016/j.jelechem.2023.117965
221,NOPC,9.1,3.1,1055.0,0.95,36.8421052631579,3.60189573459716,1.06,2,SO4,1.0,1.7,5.0,122.0,10.1016/j.jelechem.2023.117965
222,NOPC,9.1,3.1,1055.0,0.95,36.8421052631579,3.60189573459716,1.06,2,SO4,1.0,1.7,10.0,118.0,10.1016/j.jelechem.2023.117965
223,PGCN,6.1,7.2,1843.0,1.1,30.9090909090909,2.38741182854042,1.01,2,SO4,1.0,1.6,0.5,181.0,10.1016/j.jcis.2024.02.181
224,PGCN,6.1,7.2,1843.0,1.1,30.9090909090909,2.38741182854042,1.01,2,SO4,1.0,1.6,1.0,153.3,10.1016/j.jcis.2024.02.181
225,PGCN,6.1,7.2,1843.0,1.1,30.9090909090909,2.38741182854042,1.01,2,SO4,1.0,1.6,2.0,137.2,10.1016/j.jcis.2024.02.181
226,PGCN,6.1,7.2,1843.0,1.1,30.9090909090909,2.38741182854042,1.01,2,SO4,1.0,1.6,3.0,130.2,10.1016/j.jcis.2024.02.181
227,PGCN,6.1,7.2,1843.0,1.1,30.9090909090909,2.38741182854042,1.01,2,SO4,1.0,1.6,5.0,121.7,10.1016/j.jcis.2024.02.181
228,PGCN,6.1,7.2,1843.0,1.1,30.9090909090909,2.38741182854042,1.01,2,SO4,1.0,1.6,10.0,110.4,10.1016/j.jcis.2024.02.181
229,PGCN,6.1,7.2,1843.0,1.1,30.9090909090909,2.38741182854042,1.01,2,SO4,1.0,1.6,15.0,104.0,10.1016/j.jcis.2024.02.181
230,GCN,4.2,6.3,543.0,0.9,11.1111111111111,6.62983425414365,0.99,2,SO4,1.0,1.6,0.5,110.0,10.1016/j.jcis.2024.02.181
231,GCN,4.2,6.3,543.0,0.9,11.1111111111111,6.62983425414365,0.99,2,SO4,1.0,1.6,1.0,97.8,10.1016/j.jcis.2024.02.181
232,GCN,4.2,6.3,543.0,0.9,11.1111111111111,6.62983425414365,0.99,2,SO4,1.0,1.6,2.0,89.8,10.1016/j.jcis.2024.02.181
233,GCN,4.2,6.3,543.0,0.9,11.1111111111111,6.62983425414365,0.99,2,SO4,1.0,1.6,3.0,84.9,10.1016/j.jcis.2024.02.181
234,GCN,4.2,6.3,543.0,0.9,11.1111111111111,6.62983425414365,0.99,2,SO4,1.0,1.6,5.0,78.4,10.1016/j.jcis.2024.02.181
235,GCN,4.2,6.3,543.0,0.9,11.1111111111111,6.62983425414365,0.99,2,SO4,1.0,1.6,10.0,67.2,10.1016/j.jcis.2024.02.181
236,GCN,4.2,6.3,543.0,0.9,11.1111111111111,6.62983425414365,0.99,2,SO4,1.0,1.6,15.0,58.2,10.1016/j.jcis.2024.02.181
237,PCN,10.8,5.7,1454.0,0.83,10.8433734939759,2.28335625859697,1.05,2,SO4,1.0,1.6,0.5,98.0,10.1016/j.jcis.2024.02.181
238,PCN,10.8,5.7,1454.0,0.83,10.8433734939759,2.28335625859697,1.05,2,SO4,1.0,1.6,1.0,81.7,10.1016/j.jcis.2024.02.181
239,PCN,10.8,5.7,1454.0,0.83,10.8433734939759,2.28335625859697,1.05,2,SO4,1.0,1.6,2.0,72.2,10.1016/j.jcis.2024.02.181
240,PCN,10.8,5.7,1454.0,0.83,10.8433734939759,2.28335625859697,1.05,2,SO4,1.0,1.6,3.0,67.0,10.1016/j.jcis.2024.02.181
241,PCN,10.8,5.7,1454.0,0.83,10.8433734939759,2.28335625859697,1.05,2,SO4,1.0,1.6,5.0,60.7,10.1016/j.jcis.2024.02.181
242,PCN,10.8,5.7,1454.0,0.83,10.8433734939759,2.28335625859697,1.05,2,SO4,1.0,1.6,10.0,50.9,10.1016/j.jcis.2024.02.181
243,PCN,10.8,5.7,1454.0,0.83,10.8433734939759,2.28335625859697,1.05,2,SO4,1.0,1.6,15.0,45.1,10.1016/j.jcis.2024.02.181
244,TB-DA-25,9.33,6.25,1021.0,1.07,67.9725759059745,4.19196865817826,0.84,3,OTf,10.0,1.8,0.2,122.3,10.1016/j.cej.2023.144256
245,TB-DA-25,9.33,6.25,1021.0,1.07,67.9725759059745,4.19196865817826,0.84,3,OTf,10.0,1.8,0.5,108.1,10.1016/j.cej.2023.144256
246,TB-DA-25,9.33,6.25,1021.0,1.07,67.9725759059745,4.19196865817826,0.84,3,OTf,10.0,1.8,1.0,103.8,10.1016/j.cej.2023.144256
247,TB-DA-25,9.33,6.25,1021.0,1.07,67.9725759059745,4.19196865817826,0.84,3,OTf,10.0,1.8,2.0,94.2,10.1016/j.cej.2023.144256
248,TB-DA-25,9.33,6.25,1021.0,1.07,67.9725759059745,4.19196865817826,0.84,3,OTf,10.0,1.8,5.0,85.6,10.1016/j.cej.2023.144256
249,TB-DA-25,9.33,6.25,1021.0,1.07,67.9725759059745,4.19196865817826,0.84,3,OTf,10.0,1.8,10.0,76.0,10.1016/j.cej.2023.144256
250,TB-DA-25,9.33,6.25,1021.0,1.07,67.9725759059745,4.19196865817826,0.84,3,OTf,10.0,1.8,20.0,59.1,10.1016/j.cej.2023.144256
251,TB-DA-50,8.0,8.12,1685.0,1.2,18.8724035608309,2.8486646884273,0.85,3,OTf,10.0,1.8,0.2,153.8,10.1016/j.cej.2023.144256
252,TB-DA-50,8.0,8.12,1685.0,1.2,18.8724035608309,2.8486646884273,0.85,3,OTf,10.0,1.8,0.5,146.9,10.1016/j.cej.2023.144256
253,TB-DA-50,8.0,8.12,1685.0,1.2,18.8724035608309,2.8486646884273,0.85,3,OTf,10.0,1.8,1.0,127.3,10.1016/j.cej.2023.144256
254,TB-DA-50,8.0,8.12,1685.0,1.2,18.8724035608309,2.8486646884273,0.85,3,OTf,10.0,1.8,2.0,117.0,10.1016/j.cej.2023.144256
255,TB-DA-50,8.0,8.12,1685.0,1.2,18.8724035608309,2.8486646884273,0.85,3,OTf,10.0,1.8,5.0,108.7,10.1016/j.cej.2023.144256
256,TB-DA-50,8.0,8.12,1685.0,1.2,18.8724035608309,2.8486646884273,0.85,3,OTf,10.0,1.8,10.0,95.5,10.1016/j.cej.2023.144256
257,TB-DA-50,8.0,8.12,1685.0,1.2,18.8724035608309,2.8486646884273,0.85,3,OTf,10.0,1.8,20.0,82.3,10.1016/j.cej.2023.144256
258,TB-DA-80,9.75,7.83,2370.0,2.18,28.9873417721519,3.67932489451477,0.85,3,OTf,10.0,1.8,0.2,250.0,10.1016/j.cej.2023.144256
259,TB-DA-80,9.75,7.83,2370.0,2.18,28.9873417721519,3.67932489451477,0.85,3,OTf,10.0,1.8,0.5,217.5,10.1016/j.cej.2023.144256
260,TB-DA-80,9.75,7.83,2370.0,2.18,28.9873417721519,3.67932489451477,0.85,3,OTf,10.0,1.8,1.0,184.3,10.1016/j.cej.2023.144256
261,TB-DA-80,9.75,7.83,2370.0,2.18,28.9873417721519,3.67932489451477,0.85,3,OTf,10.0,1.8,2.0,163.5,10.1016/j.cej.2023.144256
262,TB-DA-80,9.75,7.83,2370.0,2.18,28.9873417721519,3.67932489451477,0.85,3,OTf,10.0,1.8,5.0,156.8,10.1016/j.cej.2023.144256
263,TB-DA-80,9.75,7.83,2370.0,2.18,28.9873417721519,3.67932489451477,0.85,3,OTf,10.0,1.8,10.0,151.9,10.1016/j.cej.2023.144256
264,TB-DA-80,9.75,7.83,2370.0,2.18,28.9873417721519,3.67932489451477,0.85,3,OTf,10.0,1.8,20.0,149.2,10.1016/j.cej.2023.144256
265,N-PC,4.41,12.14,494.0,0.27,62.962962962963,2.18623481781377,3.1,2,SO4,1.0,1.6,0.2,138.5,10.1002/adfm.202303205
266,N-PC,4.41,12.14,494.0,0.27,62.962962962963,2.18623481781377,3.1,2,SO4,1.0,1.6,0.5,112.9,10.1002/adfm.202303205
267,N-PC,4.41,12.14,494.0,0.27,62.962962962963,2.18623481781377,3.1,2,SO4,1.0,1.6,1.0,98.1,10.1002/adfm.202303205
268,N-PC,4.41,12.14,494.0,0.27,62.962962962963,2.18623481781377,3.1,2,SO4,1.0,1.6,2.0,89.3,10.1002/adfm.202303205
269,N-PC,4.41,12.14,494.0,0.27,62.962962962963,2.18623481781377,3.1,2,SO4,1.0,1.6,5.0,77.6,10.1002/adfm.202303205
270,N-PC,4.41,12.14,494.0,0.27,62.962962962963,2.18623481781377,3.1,2,SO4,1.0,1.6,10.0,69.0,10.1002/adfm.202303205
271,N-PC,4.41,12.14,494.0,0.27,62.962962962963,2.18623481781377,3.1,2,SO4,1.0,1.6,20.0,61.8,10.1002/adfm.202303205
272,N-PC,4.41,12.14,494.0,0.27,62.962962962963,2.18623481781377,3.1,2,SO4,1.0,1.6,40.0,48.7,10.1002/adfm.202303205
273,N-PC,4.41,12.14,494.0,0.27,62.962962962963,2.18623481781377,3.1,2,SO4,1.0,1.6,60.0,38.7,10.1002/adfm.202303205
274,N-PC,4.41,12.14,494.0,0.27,62.962962962963,2.18623481781377,3.1,2,SO4,1.0,1.6,80.0,28.8,10.1002/adfm.202303205
275,N-HOPC,5.51,5.19,642.0,0.58,15.5172413793103,3.61370716510903,3.5,2,SO4,1.0,1.6,0.2,149.9,10.1002/adfm.202303205
276,N-HOPC,5.51,5.19,642.0,0.58,15.5172413793103,3.61370716510903,3.5,2,SO4,1.0,1.6,0.5,128.2,10.1002/adfm.202303205
277,N-HOPC,5.51,5.19,642.0,0.58,15.5172413793103,3.61370716510903,3.5,2,SO4,1.0,1.6,1.0,112.4,10.1002/adfm.202303205
278,N-HOPC,5.51,5.19,642.0,0.58,15.5172413793103,3.61370716510903,3.5,2,SO4,1.0,1.6,2.0,102.5,10.1002/adfm.202303205
279,N-HOPC,5.51,5.19,642.0,0.58,15.5172413793103,3.61370716510903,3.5,2,SO4,1.0,1.6,5.0,90.9,10.1002/adfm.202303205
280,N-HOPC,5.51,5.19,642.0,0.58,15.5172413793103,3.61370716510903,3.5,2,SO4,1.0,1.6,10.0,83.2,10.1002/adfm.202303205
281,N-HOPC,5.51,5.19,642.0,0.58,15.5172413793103,3.61370716510903,3.5,2,SO4,1.0,1.6,20.0,73.8,10.1002/adfm.202303205
282,N-HOPC,5.51,5.19,642.0,0.58,15.5172413793103,3.61370716510903,3.5,2,SO4,1.0,1.6,40.0,63.3,10.1002/adfm.202303205
283,N-HOPC,5.51,5.19,642.0,0.58,15.5172413793103,3.61370716510903,3.5,2,SO4,1.0,1.6,60.0,55.4,10.1002/adfm.202303205
284,N-HOPC,5.51,5.19,642.0,0.58,15.5172413793103,3.61370716510903,3.5,2,SO4,1.0,1.6,80.0,46.9,10.1002/adfm.202303205
285,YP-50F,7.41,0.53,1398.16,0.79,67.0886075949367,2.27,0.7,1,SO4,1.0,1.6,0.2,94.6,10.1016/j.jcis.2023.05.118
286,YP-50F,7.41,0.53,1398.16,0.79,67.0886075949367,2.27,0.7,1,SO4,1.0,1.6,0.5,84.0,10.1016/j.jcis.2023.05.118
287,YP-50F,7.41,0.53,1398.16,0.79,67.0886075949367,2.27,0.7,1,SO4,1.0,1.6,0.8,80.3,10.1016/j.jcis.2023.05.118
288,YP-50F,7.41,0.53,1398.16,0.79,67.0886075949367,2.27,0.7,1,SO4,1.0,1.6,1.0,77.9,10.1016/j.jcis.2023.05.118
289,YP-50F,7.41,0.53,1398.16,0.79,67.0886075949367,2.27,0.7,1,SO4,1.0,1.6,2.0,75.0,10.1016/j.jcis.2023.05.118
290,YP-50F,7.41,0.53,1398.16,0.79,67.0886075949367,2.27,0.7,1,SO4,1.0,1.6,5.0,71.3,10.1016/j.jcis.2023.05.118
291,YP-50F,7.41,0.53,1398.16,0.79,67.0886075949367,2.27,0.7,1,SO4,1.0,1.6,8.0,67.5,10.1016/j.jcis.2023.05.118
292,YP-50F,7.41,0.53,1398.16,0.79,67.0886075949367,2.27,0.7,1,SO4,1.0,1.6,10.0,65.7,10.1016/j.jcis.2023.05.118
293,SSCR,3.37,0.0,3252.6,3.428,9.94749124854143,4.21570435958925,1.02,1,OTf,1.0,1.6,0.3,98.2,10.1021/acs.chemmater.3c00563
294,SSCR,3.37,0.0,3252.6,3.428,9.94749124854143,4.21570435958925,1.02,1,OTf,1.0,1.6,0.5,94.2,10.1021/acs.chemmater.3c00563
295,SSCR,3.37,0.0,3252.6,3.428,9.94749124854143,4.21570435958925,1.02,1,OTf,1.0,1.6,1.0,89.5,10.1021/acs.chemmater.3c00563
296,SSCR,3.37,0.0,3252.6,3.428,9.94749124854143,4.21570435958925,1.02,1,OTf,1.0,1.6,3.0,80.1,10.1021/acs.chemmater.3c00563
297,SSCR,3.37,0.0,3252.6,3.428,9.94749124854143,4.21570435958925,1.02,1,OTf,1.0,1.6,5.0,76.2,10.1021/acs.chemmater.3c00563
298,SSCR,3.37,0.0,3252.6,3.428,9.94749124854143,4.21570435958925,1.02,1,OTf,1.0,1.6,8.0,73.0,10.1021/acs.chemmater.3c00563
299,SSCR,3.37,0.0,3252.6,3.428,9.94749124854143,4.21570435958925,1.02,1,OTf,1.0,1.6,10.0,67.9,10.1021/acs.chemmater.3c00563
300,SSCR,3.37,0.0,3252.6,3.428,9.94749124854143,4.21570435958925,1.02,1,OTf,1.0,1.6,20.0,61.2,10.1021/acs.chemmater.3c00563
301,SSCR,3.37,0.0,3252.6,3.428,9.94749124854143,4.21570435958925,1.02,1,OTf,1.0,1.6,30.0,56.4,10.1021/acs.chemmater.3c00563
302,SSNCR-700,2.75,0.95,1687.1,1.75,9.2,4.1491316460198,1.11,1,OTf,1.0,1.6,0.3,111.6,10.1021/acs.chemmater.3c00563
303,SSNCR-700,2.75,0.95,1687.1,1.75,9.2,4.1491316460198,1.11,1,OTf,1.0,1.6,0.5,105.1,10.1021/acs.chemmater.3c00563
304,SSNCR-700,2.75,0.95,1687.1,1.75,9.2,4.1491316460198,1.11,1,OTf,1.0,1.6,1.0,102.0,10.1021/acs.chemmater.3c00563
305,SSNCR-700,2.75,0.95,1687.1,1.75,9.2,4.1491316460198,1.11,1,OTf,1.0,1.6,3.0,96.6,10.1021/acs.chemmater.3c00563
306,SSNCR-700,2.75,0.95,1687.1,1.75,9.2,4.1491316460198,1.11,1,OTf,1.0,1.6,5.0,92.4,10.1021/acs.chemmater.3c00563
307,SSNCR-700,2.75,0.95,1687.1,1.75,9.2,4.1491316460198,1.11,1,OTf,1.0,1.6,8.0,90.0,10.1021/acs.chemmater.3c00563
308,SSNCR-700,2.75,0.95,1687.1,1.75,9.2,4.1491316460198,1.11,1,OTf,1.0,1.6,10.0,88.5,10.1021/acs.chemmater.3c00563
309,SSNCR-700,2.75,0.95,1687.1,1.75,9.2,4.1491316460198,1.11,1,OTf,1.0,1.6,20.0,79.9,10.1021/acs.chemmater.3c00563
310,SSNCR-700,2.75,0.95,1687.1,1.75,9.2,4.1491316460198,1.11,1,OTf,1.0,1.6,30.0,72.4,10.1021/acs.chemmater.3c00563
311,SSNCR-800,1.91,2.99,2330.9,2.756,9.50653120464441,4.72950362520915,1.24,1,OTf,1.0,1.6,0.3,125.3,10.1021/acs.chemmater.3c00563
312,SSNCR-800,1.91,2.99,2330.9,2.756,9.50653120464441,4.72950362520915,1.24,1,OTf,1.0,1.6,0.5,117.3,10.1021/acs.chemmater.3c00563
313,SSNCR-800,1.91,2.99,2330.9,2.756,9.50653120464441,4.72950362520915,1.24,1,OTf,1.0,1.6,1.0,115.3,10.1021/acs.chemmater.3c00563
314,SSNCR-800,1.91,2.99,2330.9,2.756,9.50653120464441,4.72950362520915,1.24,1,OTf,1.0,1.6,3.0,105.9,10.1021/acs.chemmater.3c00563
315,SSNCR-800,1.91,2.99,2330.9,2.756,9.50653120464441,4.72950362520915,1.24,1,OTf,1.0,1.6,5.0,99.8,10.1021/acs.chemmater.3c00563
316,SSNCR-800,1.91,2.99,2330.9,2.756,9.50653120464441,4.72950362520915,1.24,1,OTf,1.0,1.6,8.0,97.5,10.1021/acs.chemmater.3c00563
317,SSNCR-800,1.91,2.99,2330.9,2.756,9.50653120464441,4.72950362520915,1.24,1,OTf,1.0,1.6,10.0,94.5,10.1021/acs.chemmater.3c00563
318,SSNCR-800,1.91,2.99,2330.9,2.756,9.50653120464441,4.72950362520915,1.24,1,OTf,1.0,1.6,20.0,88.9,10.1021/acs.chemmater.3c00563
319,SSNCR-800,1.91,2.99,2330.9,2.756,9.50653120464441,4.72950362520915,1.24,1,OTf,1.0,1.6,30.0,83.1,10.1021/acs.chemmater.3c00563
320,SSNCR-900,1.9,1.3,1317.4,1.384,11.1994219653179,4.20221648701989,1.05,1,OTf,1.0,1.6,0.3,107.6,10.1021/acs.chemmater.3c00563
321,SSNCR-900,1.9,1.3,1317.4,1.384,11.1994219653179,4.20221648701989,1.05,1,OTf,1.0,1.6,0.5,103.0,10.1021/acs.chemmater.3c00563
322,SSNCR-900,1.9,1.3,1317.4,1.384,11.1994219653179,4.20221648701989,1.05,1,OTf,1.0,1.6,1.0,99.7,10.1021/acs.chemmater.3c00563
323,SSNCR-900,1.9,1.3,1317.4,1.384,11.1994219653179,4.20221648701989,1.05,1,OTf,1.0,1.6,3.0,91.6,10.1021/acs.chemmater.3c00563
324,SSNCR-900,1.9,1.3,1317.4,1.384,11.1994219653179,4.20221648701989,1.05,1,OTf,1.0,1.6,5.0,88.7,10.1021/acs.chemmater.3c00563
325,SSNCR-900,1.9,1.3,1317.4,1.384,11.1994219653179,4.20221648701989,1.05,1,OTf,1.0,1.6,8.0,82.4,10.1021/acs.chemmater.3c00563
326,SSNCR-900,1.9,1.3,1317.4,1.384,11.1994219653179,4.20221648701989,1.05,1,OTf,1.0,1.6,10.0,79.6,10.1021/acs.chemmater.3c00563
327,SSNCR-900,1.9,1.3,1317.4,1.384,11.1994219653179,4.20221648701989,1.05,1,OTf,1.0,1.6,20.0,71.9,10.1021/acs.chemmater.3c00563
328,SSNCR-900,1.9,1.3,1317.4,1.384,11.1994219653179,4.20221648701989,1.05,1,OTf,1.0,1.6,30.0,63.1,10.1021/acs.chemmater.3c00563
329,LK,9.92,0.0,1667.33,1.23,52.8455284552846,2.95082557142257,1.1,2,SO4,,1.6,0.5,101.2,10.1021/acsaem.3c00851
330,LK,9.92,0.0,1667.33,1.23,52.8455284552846,2.95082557142257,1.1,2,SO4,,1.6,1.0,92.4,10.1021/acsaem.3c00851
331,LK,9.92,0.0,1667.33,1.23,52.8455284552846,2.95082557142257,1.1,2,SO4,,1.6,2.0,84.3,10.1021/acsaem.3c00851
332,LK,9.92,0.0,1667.33,1.23,52.8455284552846,2.95082557142257,1.1,2,SO4,,1.6,3.0,79.8,10.1021/acsaem.3c00851
333,LK,9.92,0.0,1667.33,1.23,52.8455284552846,2.95082557142257,1.1,2,SO4,,1.6,4.0,77.2,10.1021/acsaem.3c00851
334,LK,9.92,0.0,1667.33,1.23,52.8455284552846,2.95082557142257,1.1,2,SO4,,1.6,5.0,75.8,10.1021/acsaem.3c00851
335,LK,9.92,0.0,1667.33,1.23,52.8455284552846,2.95082557142257,1.1,2,SO4,,1.6,10.0,68.2,10.1021/acsaem.3c00851
